Lens Type,Lens Type Label,Lens Index,Coating,Coating Label,Single Lens Price (EUR),Pair Price Base (EUR),Tint Type,Tint Color,Tint Shade (%),Tint Recipe,Tint Fee Per Pair (EUR),Photochromic Color,Polarized Color,Frame Type,Frame Type Label,Edging Fee (EUR),Lens Pair Total (EUR),Rx Add-on Net (EUR),Profit (EUR),Rx Retail Net (EUR),Total Rx Add-on (EUR),Available,Notes
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Green,FULL_FRAME,Full Frame,4.6,83.96,88.56,15,103.56,103.56,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Green,NYLON_FRAME,Nylon Frame,5.9,83.96,89.86,15,104.86,104.86,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Green,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,83.96,95.96,15,110.96,110.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Green,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,83.96,103.96,15,118.96,118.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Green,LINDBERG_COMPLEX,Lindberg / Complex,20,83.96,103.96,15,118.96,118.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Brown,FULL_FRAME,Full Frame,4.6,129.24,133.84,15,148.84,148.84,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Brown,NYLON_FRAME,Nylon Frame,5.9,129.24,135.14,15,150.14,150.14,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Brown,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,129.24,141.24,15,156.24,156.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Brown,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,129.24,149.24,15,164.24,164.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Brown,LINDBERG_COMPLEX,Lindberg / Complex,20,129.24,149.24,15,164.24,164.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Grey,FULL_FRAME,Full Frame,4.6,129.24,133.84,15,148.84,148.84,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Grey,NYLON_FRAME,Nylon Frame,5.9,129.24,135.14,15,150.14,150.14,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Grey,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,129.24,141.24,15,156.24,156.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Grey,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,129.24,149.24,15,164.24,164.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Grey,LINDBERG_COMPLEX,Lindberg / Complex,20,129.24,149.24,15,164.24,164.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Green,FULL_FRAME,Full Frame,4.6,129.24,133.84,15,148.84,148.84,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Green,NYLON_FRAME,Nylon Frame,5.9,129.24,135.14,15,150.14,150.14,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Green,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,129.24,141.24,15,156.24,156.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Green,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,129.24,149.24,15,164.24,164.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,SERICUM_UV,UV Protection,64.62,129.24,,,,,0,,Green,LINDBERG_COMPLEX,Lindberg / Complex,20,129.24,149.24,15,164.24,164.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Brown,FULL_FRAME,Full Frame,4.6,129.24,133.84,15,148.84,148.84,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Brown,NYLON_FRAME,Nylon Frame,5.9,129.24,135.14,15,150.14,150.14,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Brown,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,129.24,141.24,15,156.24,156.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Brown,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,129.24,149.24,15,164.24,164.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Brown,LINDBERG_COMPLEX,Lindberg / Complex,20,129.24,149.24,15,164.24,164.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Grey,FULL_FRAME,Full Frame,4.6,129.24,133.84,15,148.84,148.84,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Grey,NYLON_FRAME,Nylon Frame,5.9,129.24,135.14,15,150.14,150.14,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Grey,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,129.24,141.24,15,156.24,156.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Grey,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,129.24,149.24,15,164.24,164.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Grey,LINDBERG_COMPLEX,Lindberg / Complex,20,129.24,149.24,15,164.24,164.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Green,FULL_FRAME,Full Frame,4.6,129.24,133.84,15,148.84,148.84,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Green,NYLON_FRAME,Nylon Frame,5.9,129.24,135.14,15,150.14,150.14,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Green,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,129.24,141.24,15,156.24,156.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Green,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,129.24,149.24,15,164.24,164.24,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.67,BLUE_PRO,Blue PRO,64.62,129.24,,,,,0,,Green,LINDBERG_COMPLEX,Lindberg / Complex,20,129.24,149.24,15,164.24,164.24,Yes,
